DisNo.,Historic,Classification Key,Disaster Group,Disaster Subgroup,Disaster Type,Disaster Subtype,External IDs,Event Name,ISO,Country,Subregion,Region,Location,Origin,Associated Types,OFDA/BHA Response,Appeal,Declaration,AID Contribution ('000 US$),Magnitude,Magnitude Scale,Latitude,Longitude,River Basin,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,No. Injured,No. Affected,No. Homeless,Total Affected,Reconstruction Costs ('000 US$),"Reconstruction Costs, Adjusted ('000 US$)",Insured Damage ('000 US$),"Insured Damage, Adjusted ('000 US$)",Total Damage ('000 US$),"Total Damage, Adjusted ('000 US$)",CPI,Admin Units,Entry Date,Last Update
2000-9339-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,"South Carolina, Georgia, Alabama, Florida, Louisiana, Texas provinces",,,No,No,Yes,,,Km2,,,,2000,6,,2002,,,,,,,,,,,,1100000,1946410,56.51429056,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""}]",2006-02-28,2023-09-25
2000-9712-USA,No,nat-cli-dro-dro,Natural,Climatological,Drought,Drought,,,USA,United States of America,Northern America,Americas,Wyoming province,,Wildfire,No,No,No,,,Km2,,,,2000,11,,2000,,,,,,,,,,,,,,56.51429056,"[{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2006-02-28,2023-09-25
2001-0052-CAN,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,CAN,Canada,Northern America,Americas,Quebec province,,,No,No,No,,120,Kph,,,,2001,2,10,2001,2,10,11,,,30,30,,,,,,,58.11147437,"[{""adm1_code"":835,""adm1_name"":""Quebec / Québec""}]",2003-07-01,2023-09-25
2001-0099-USA,No,nat-geo-ear-gro,Natural,Geophysical,Earthquake,Ground movement,USGS:uw10530748,,USA,United States of America,Northern America,Americas,"Seattle city (King district), Tacoma city (Pierce district), Olympia city (Thurston district) (Washington province)",,,No,No,No,,6.8,Moment Magnitude,47.149,-122.7266667,,2001,2,28,2001,2,28,1,400,,,400,,,305000,524853,2000000,3441661,58.11147437,"[{""adm2_code"":31646,""adm2_name"":""King""},{""adm2_code"":31656,""adm2_name"":""Pierce""},{""adm2_code"":31663,""adm2_name"":""Thurston""}]",2003-09-05,2023-09-25
2001-0102-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Calhoun, Lee, Pontotoc, Prentiss, Union districts (Mississippi province)",,,No,No,No,,,Kph,,,,2001,2,24,2001,2,24,7,30,900,,930,,,200500,345027,250000,430208,58.11147437,"[{""adm2_code"":30085,""adm2_name"":""Calhoun""},{""adm2_code"":30119,""adm2_name"":""Lee""},{""adm2_code"":30136,""adm2_name"":""Pontotoc""},{""adm2_code"":30137,""adm2_name"":""Prentiss""},{""adm2_code"":30151,""adm2_name"":""Union""}]",2003-07-01,2023-09-25
2001-0106-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Virginia, New Jersey, Pennsylvania, North Carolina, West Virginia, Maryland provinces",,Transport accident,No,No,No,,,Kph,,,,2001,2,22,2001,2,22,11,100,,,100,,,,,,,58.11147437,"[{""adm1_code"":3234,""adm1_name"":""Maryland""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2003-07-01,2023-09-25
2001-0145-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Kearny, Trego, Ellis, Rooks, Ford, Osborne, Smith, Jewell, Edwards, Republic, Washington districts (Kansas province), Union city (Franklin district, Missouri province), Johnson, Pettis, Cooper, Callaway, St Charles, Gentry, Worth, Clark, Madison districts (Missouri), Beaver, Pontotoc, Coal, Johnston, Atoka, Haskell, Pottawatomie districts (Oklahoma province), Wichita, Cooke, Carson, Hutchinson, Hansford, Wheeler districts (Texas province), Thayer, Gage, Sarpy, Webster, Nuckolls districts (Nebraska province), Mills, Pottawattamie, Guthrie, Boone, Hamilton, Wapello, Johnson, Black Hawk, Benton, Fayette, Webster, Ringgold districts (Iowa province), Madison district (Illinois province)",,Hail,No,No,No,,,Kph,,,,2001,4,10,2001,4,11,4,18,765,30,813,,,,,23000,39579,58.11147437,"[{""adm2_code"":29329,""adm2_name"":""Madison""},{""adm2_code"":29472,""adm2_name"":""Benton""},{""adm2_code"":29473,""adm2_name"":""Black Hawk""},{""adm2_code"":29474,""adm2_name"":""Boone""},{""adm2_code"":29499,""adm2_name"":""Fayette""},{""adm2_code"":29505,""adm2_name"":""Guthrie""},{""adm2_code"":29506,""adm2_name"":""Hamilton""},{""adm2_code"":29518,""adm2_name"":""Johnson""},{""adm2_code"":29531,""adm2_name"":""Mills""},{""adm2_code"":29544,""adm2_name"":""Pottawattamie""},{""adm2_code"":29546,""adm2_name"":""Ringgold""},{""adm2_code"":29556,""adm2_name"":""Wapello""},{""adm2_code"":29560,""adm2_name"":""Webster""},{""adm2_code"":29589,""adm2_name"":""Edwards""},{""adm2_code"":29591,""adm2_name"":""Ellis""},{""adm2_code"":29594,""adm2_name"":""Ford""},{""adm2_code"":29610,""adm2_name"":""Jewell""},{""adm2_code"":29612,""adm2_name"":""Kearny""},{""adm2_code"":29636,""adm2_name"":""Osborne""},{""adm2_code"":29644,""adm2_name"":""Republic""},{""adm2_code"":29647,""adm2_name"":""Rooks""},{""adm2_code"":29657,""adm2_name"":""Smith""},{""adm2_code"":29663,""adm2_name"":""Trego""},{""adm2_code"":29666,""adm2_name"":""Washington""},{""adm2_code"":30174,""adm2_name"":""Callaway""},{""adm2_code"":30183,""adm2_name"":""Clark""},{""adm2_code"":30187,""adm2_name"":""Cooper""},{""adm2_code"":30196,""adm2_name"":""Franklin""},{""adm2_code"":30198,""adm2_name"":""Gentry""},{""adm2_code"":30211,""adm2_name"":""Johnson""},{""adm2_code"":30221,""adm2_name"":""Madison""},{""adm2_code"":30240,""adm2_name"":""Pettis""},{""adm2_code"":30258,""adm2_name"":""St. Charles""},{""adm2_code"":30274,""adm2_name"":""Worth""},{""adm2_code"":30365,""adm2_name"":""Gage""},{""adm2_code"":30396,""adm2_name"":""Nuckolls""},{""adm2_code"":30408,""adm2_name"":""Sarpy""},{""adm2_code"":30416,""adm2_name"":""Thayer""},{""adm2_code"":30421,""adm2_name"":""Webster""},{""adm2_code"":30810,""adm2_name"":""Atoka""},{""adm2_code"":30811,""adm2_name"":""Beaver""},{""adm2_code"":30822,""adm2_name"":""Coal""},{""adm2_code"":30838,""adm2_name"":""Haskell""},{""adm2_code"":30842,""adm2_name"":""Johnston""},{""adm2_code"":30869,""adm2_name"":""Pontotoc""},{""adm2_code"":30870,""adm2_name"":""Pottawatomie""},{""adm2_code"":31232,""adm2_name"":""Carson""},{""adm2_code"":31248,""adm2_name"":""Cooke""},{""adm2_code"":31297,""adm2_name"":""Hansford""},{""adm2_code"":31316,""adm2_name"":""Hutchinson""},{""adm2_code"":31441,""adm2_name"":""Wheeler""},{""adm2_code"":31442,""adm2_name"":""Wichita""}]",2003-07-01,2023-09-25
2001-0194-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Marion, Clay districts (Florida province)",,,No,No,No,,,Kph,,,,2001,3,29,2001,3,29,,,492,,492,,,,,1800,3097,58.11147437,"[{""adm2_code"":29007,""adm2_name"":""Clay""},{""adm2_code"":29038,""adm2_name"":""Marion""}]",2003-07-01,2023-09-25
2001-0203-CAN,No,nat-bio-epi-par,Natural,Biological,Epidemic,Parasitic disease,,Cryptosporidiosis,CAN,Canada,Northern America,Americas,"Saskatchewan, Alberta",,,No,No,No,,,Vaccinated,,,,2001,4,,2001,4,,1,,399,,399,,,,,,,58.11147437,,2003-07-01,2023-09-25
2001-0242-USA,No,nat-met-sto-tro,Natural,Meteorological,Storm,Tropical cyclone,,Allison,USA,United States of America,Northern America,Americas,"Texas, Mississippi, Louisiana, Florida, Pennsylvania, South Carolina, North Carolina, Georgia, Pensylvania, New Jersey, Virginia, Iowa provinces",,Flood,No,No,Yes,,,Kph,,,,2001,6,5,2001,6,17,41,,102000,70000,172000,,,3500000,6022907,6000000,10324983,58.11147437,"[{""adm1_code"":3223,""adm1_name"":""Florida""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3244,""adm1_name"":""New Jersey""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2006-10-11,2023-09-25
2001-0262-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Cleveland area (Henry district, Illinois province), Barstow, Osborn areas (Rock Island district, Illinois province)",Ice jam/break,,No,No,No,,24,Km2,,,ROck river,2001,2,27,2001,3,1,,,200,,200,,,,,,,58.11147437,"[{""adm2_code"":29309,""adm2_name"":""Henry""},{""adm2_code"":29353,""adm2_name"":""Rock Island""}]",2005-09-19,2023-09-25
2001-0266-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"New Hampshire, Vermont, Maine, Massachusetts, Rhode Island provinces",,Flood|Snow/ice,No,No,No,,,Kph,,,,2001,3,20,2001,3,20,2,,100,,100,,,,,,,58.11147437,"[{""adm1_code"":3233,""adm1_name"":""Maine""},{""adm1_code"":3235,""adm1_name"":""Massachusetts""},{""adm1_code"":3243,""adm1_name"":""New Hampshire""},{""adm1_code"":3253,""adm1_name"":""Rhode Island""},{""adm1_code"":3259,""adm1_name"":""Vermont""}]",2003-07-01,2023-09-25
2001-0268-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Minnesota, Iowa, Wisconsin, Illinois provinces",Snowmelt,,No,No,No,,63380,Km2,,,"Minnesota, Mississippi, St. Croix and Red",2001,4,15,2001,5,15,1,,4400,,4400,,,,,13000,22371,58.11147437,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2005-09-19,2023-09-25
2001-0270-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Hoisington city (Barton district, Kansas province)",,,No,No,No,,,Kph,,,,2001,4,21,2001,4,21,1,32,1707,,1739,,,,,,,58.11147437,"[{""adm2_code"":29570,""adm2_name"":""Barton""}]",2003-07-01,2023-09-25
2001-0303-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,Florida province,,,No,No,No,,1030,Km2,,,,2001,4,,2001,4,,1,10,129,,139,,,,,,,58.11147437,"[{""adm1_code"":3223,""adm1_name"":""Florida""}]",2003-07-01,2023-09-25
2001-0340-CAN,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,CAN,Canada,Northern America,Americas,Alberta province,,,No,No,No,,,Km2,,,,2001,5,28,2001,5,28,,,1200,,1200,,,,,,,58.11147437,"[{""adm1_code"":825,""adm1_name"":""Alberta""}]",2003-07-01,2023-09-25
2001-0351-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Blue Grass, Bettendorf cities (Scott district, Iowa province), Leon city (Decatur district, Iowa province)",,,No,No,No,,,Kph,,,,2001,6,14,2001,6,14,,,75,18,93,,,,,,,58.11147437,"[{""adm2_code"":29493,""adm2_name"":""Decatur""},{""adm2_code"":29548,""adm2_name"":""Scott""}]",2003-07-01,2023-09-25
2001-0451-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Oregon, Washington, Idaho, California, Nevada, Colorado, Arizona, Wyoming, Texas, Oklahoma provinces",,,No,No,No,,797,Km2,,,,2001,8,,2001,8,,,,,,,,,,,,,58.11147437,"[{""adm1_code"":3216,""adm1_name"":""Arizona""},{""adm1_code"":3218,""adm1_name"":""California""},{""adm1_code"":3219,""adm1_name"":""Colorado""},{""adm1_code"":3226,""adm1_name"":""Idaho""},{""adm1_code"":3242,""adm1_name"":""Nevada""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3251,""adm1_name"":""Oregon""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3261,""adm1_name"":""Washington""},{""adm1_code"":3264,""adm1_name"":""Wyoming""}]",2003-07-01,2023-09-25
2001-0460-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Virginia province,Heavy rain,"Slide (land, mud, snow, rock)",No,No,No,,8530,Km2,,,"Mullens, Pineville, Welch, Corinne, Kimble, Dorothy. Guyandotte and Tug Fork rivers",2001,7,8,2001,7,9,2,,10500,4500,15000,,,,,20000,34417,58.11147437,"[{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2005-09-20,2023-09-25
2001-0473-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Siren city (Burnett district, Wisconsin province)",,,No,No,No,,,Kph,,,,2001,6,18,2001,6,18,3,8,360,,368,,,,,10000,17208,58.11147437,"[{""adm2_code"":31730,""adm2_name"":""Burnett""},{""adm2_code"":31789,""adm2_name"":""Washburn""}]",2003-07-01,2023-09-25
2001-0474-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Brainerd city (Crow King district, Minnesota province)",,,No,No,No,,,Kph,,,,2001,6,13,2001,6,13,,,225,,225,,,,,,,58.11147437,"[{""adm2_code"":30009,""adm2_name"":""Crow Wing""}]",2003-07-01,2023-09-25
2001-0477-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Watkins area (Adams district, Colorado province)",,Hail,No,No,No,,,Kph,,,,2001,6,21,2001,6,21,,2,120,,122,,,,,,,58.11147437,"[{""adm2_code"":154738,""adm2_name"":""Adams""}]",2003-07-01,2023-09-25
2001-0564-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Cordell city (Washita district, Oklahoma province), Polk, Merrick, Hamilton districts (Nebraska province)",,,No,No,No,,,Kph,,,,2001,10,10,2001,10,10,,7,300,,307,,,,,,,58.11147437,"[{""adm2_code"":30372,""adm2_name"":""Hamilton""},{""adm2_code"":30392,""adm2_name"":""Merrick""},{""adm2_code"":30403,""adm2_name"":""Polk""},{""adm2_code"":30882,""adm2_name"":""Washita""}]",2003-07-01,2023-09-25
2001-0566-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Howard, Prince George's districts (Maryland province)",,,No,No,No,,,Kph,,,,2001,9,24,2001,9,24,2,50,,1000,1050,,,,,30000,51625,58.11147437,"[{""adm2_code"":29884,""adm2_name"":""Howard""},{""adm2_code"":29887,""adm2_name"":""Prince George's""}]",2003-07-01,2023-09-25
2001-0601-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Pasadena city (Harris district, Texas province)",,,No,No,No,,,Kph,,,,2001,10,11,2001,10,11,,,360,,360,,,,,4000,6883,58.11147437,"[{""adm2_code"":31300,""adm2_name"":""Harris""}]",2003-07-01,2023-09-25
2001-0602-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Hondo city (Medina district, Texas province)",,,No,No,No,,,Kph,,,,2001,10,12,2001,10,12,,2,1800,150,1952,,,,,7000,12046,58.11147437,"[{""adm2_code"":31362,""adm2_name"":""Medina""}]",2003-07-01,2023-09-25
2001-0722-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Tennessee, Kentucky, West Virginia, Virginia, Georgia provinces",,,No,No,No,,283,Km2,,,,2001,10,30,2001,10,30,1,,,,,,,,,,,58.11147437,"[{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3260,""adm1_name"":""Virginia""},{""adm1_code"":3262,""adm1_name"":""West Virginia""}]",2003-07-01,2023-09-25
2001-0724-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,Texas province,Heavy rain,,No,No,No,,7730,Km2,,,"Nueces, Colorado, Guadalupe, Mission, Frio, San Antonio Oso Creek in Corpus Christi, Yegya Creek.",2001,11,15,2001,11,19,9,,600,,600,,,,,,,58.11147437,"[{""adm1_code"":3257,""adm1_name"":""Texas""}]",2005-09-21,2023-09-25
2001-0770-USA,No,nat-met-ext-hea,Natural,Meteorological,Extreme temperature,Heat wave,,,USA,United States of America,Northern America,Americas,"Illinois, Indiana, Iowa, Kansas, Michigan, Minnesota, Missouri, Nebraska, North Dakota, Ohio, South Dakota, Wisconsin provinces",,,No,No,No,,,°C,,,,2001,8,,2001,8,,56,,,,,,,,,,,58.11147437,"[{""adm1_code"":3227,""adm1_name"":""Illinois""},{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3229,""adm1_name"":""Iowa""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3237,""adm1_name"":""Minnesota""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3241,""adm1_name"":""Nebraska""},{""adm1_code"":3248,""adm1_name"":""North Dakota""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3255,""adm1_name"":""South Dakota""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2003-07-01,2023-09-25
2001-0771-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Tennesse, Kentucky provinces",,,No,No,No,,,Kph,,,,2001,8,,2001,8,,11,,,200,200,,,,,,,58.11147437,"[{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3256,""adm1_name"":""Tennessee""}]",2003-07-01,2023-09-25
2001-0772-USA,No,nat-hyd-flo-flo,Natural,Hydrological,Flood,Flood (General),,,USA,United States of America,Northern America,Americas,District of Columbia province,,,No,No,No,,,Km2,,,,2001,8,,2001,8,,,,3600,,3600,,,,,,,58.11147437,"[{""adm1_code"":3222,""adm1_name"":""District of Columbia""}]",2003-07-01,2023-09-25
2001-0773-USA,No,nat-met-sto-tor,Natural,Meteorological,Storm,Tornado,,,USA,United States of America,Northern America,Americas,"Jakson town (Dakota district, Nebraska province)",,,No,No,No,,,Kph,,,,2001,8,17,2001,8,17,,2,200,,202,,,,,3000,5162,58.11147437,"[{""adm2_code"":30353,""adm2_name"":""Dakota""}]",2003-07-01,2023-09-25
2002-0017-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Alabama, Louisiana, Virginia, North Carolina, South Carolina, Mississipi, Georgia, Pensylvania,",,Transport accident,No,No,No,,114,Kph,,,,2002,1,,2002,1,,24,,,,,,,,,,,59.03314408,"[{""adm1_code"":3214,""adm1_name"":""Alabama""},{""adm1_code"":3224,""adm1_name"":""Georgia""},{""adm1_code"":3232,""adm1_name"":""Louisiana""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3252,""adm1_name"":""Pennsylvania""},{""adm1_code"":3254,""adm1_name"":""South Carolina""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2003-07-01,2023-09-25
2002-0092-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,"Fallbrok area (San Diego district, Californie province)",,,No,No,No,,23,Km2,,,,2002,2,10,2002,2,10,,11,,123,134,,,,,6600,11180,59.03314408,"[{""adm2_code"":28901,""adm2_name"":""San Diego""}]",2005-05-03,2023-09-25
2002-0119-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Cleveland, Comanche, Creek, Garvin, Grady, Greer, Harmon, Jackson, Kiowa, Lincoln, McClain, Nowata, Pottawatomie, Rogers, Stephens, Tillman, Tulsa, Alfalfa, Beaver, Beckham, Blaine, Caddo, Canadian, Cimarron, Custer, Dewey, Ellis, Garfield, Grant, Harper, Kay, Kingfisher, Logan, Major, Noble, Oklahoma, Osage, Pawnee, Payne, Roger Mills, Texas, Washington, Washita, Woods, Woodward districts (Oklahoma province), Missouri, Kansas, New York, Indiana, Ohio provinces",,,No,No,No,,,Kph,,,,2002,1,30,2002,2,8,28,,,,,,,200500,339640,400000,677585,59.03314408,"[{""adm1_code"":3228,""adm1_name"":""Indiana""},{""adm1_code"":3230,""adm1_name"":""Kansas""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3246,""adm1_name"":""New York""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm2_code"":30809,""adm2_name"":""Alfalfa""},{""adm2_code"":30811,""adm2_name"":""Beaver""},{""adm2_code"":30812,""adm2_name"":""Beckham""},{""adm2_code"":30813,""adm2_name"":""Blaine""},{""adm2_code"":30815,""adm2_name"":""Caddo""},{""adm2_code"":30816,""adm2_name"":""Canadian""},{""adm2_code"":30820,""adm2_name"":""Cimarron""},{""adm2_code"":30821,""adm2_name"":""Cleveland""},{""adm2_code"":30823,""adm2_name"":""Comanche""},{""adm2_code"":30826,""adm2_name"":""Creek""},{""adm2_code"":30827,""adm2_name"":""Custer""},{""adm2_code"":30829,""adm2_name"":""Dewey""},{""adm2_code"":30830,""adm2_name"":""Ellis""},{""adm2_code"":30831,""adm2_name"":""Garfield""},{""adm2_code"":30832,""adm2_name"":""Garvin""},{""adm2_code"":30833,""adm2_name"":""Grady""},{""adm2_code"":30834,""adm2_name"":""Grant""},{""adm2_code"":30835,""adm2_name"":""Greer""},{""adm2_code"":30836,""adm2_name"":""Harmon""},{""adm2_code"":30837,""adm2_name"":""Harper""},{""adm2_code"":30840,""adm2_name"":""Jackson""},{""adm2_code"":30843,""adm2_name"":""Kay""},{""adm2_code"":30844,""adm2_name"":""Kingfisher""},{""adm2_code"":30845,""adm2_name"":""Kiowa""},{""adm2_code"":30848,""adm2_name"":""Lincoln""},{""adm2_code"":30849,""adm2_name"":""Logan""},{""adm2_code"":30851,""adm2_name"":""Major""},{""adm2_code"":30854,""adm2_name"":""McClain""},{""adm2_code"":30859,""adm2_name"":""Noble""},{""adm2_code"":30860,""adm2_name"":""Nowata""},{""adm2_code"":30862,""adm2_name"":""Oklahoma""},{""adm2_code"":30864,""adm2_name"":""Osage""},{""adm2_code"":30866,""adm2_name"":""Pawnee""},{""adm2_code"":30867,""adm2_name"":""Payne""},{""adm2_code"":30870,""adm2_name"":""Pottawatomie""},{""adm2_code"":30872,""adm2_name"":""Roger Mills""},{""adm2_code"":30873,""adm2_name"":""Rogers""},{""adm2_code"":30876,""adm2_name"":""Stephens""},{""adm2_code"":30877,""adm2_name"":""Texas""},{""adm2_code"":30878,""adm2_name"":""Tillman""},{""adm2_code"":30879,""adm2_name"":""Tulsa""},{""adm2_code"":30881,""adm2_name"":""Washington""},{""adm2_code"":30882,""adm2_name"":""Washita""},{""adm2_code"":30883,""adm2_name"":""Woods""},{""adm2_code"":30884,""adm2_name"":""Woodward""}]",2005-05-04,2023-09-25
2002-0128-USA,No,nat-met-sto-bli,Natural,Meteorological,Storm,Blizzard/Winter storm,,,USA,United States of America,Northern America,Americas,"Oklahoma, Missouri, Wisconsin, Michigan, Arkansas provinces",,Transport accident,No,No,No,,,Kph,,,,2002,3,,2002,3,,20,,,,,,,,,,,59.03314408,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3236,""adm1_name"":""Michigan""},{""adm1_code"":3239,""adm1_name"":""Missouri""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3263,""adm1_name"":""Wisconsin""}]",2005-05-09,2023-09-25
2002-0165-USA,No,nat-met-sto-sto,Natural,Meteorological,Storm,Storm (General),,,USA,United States of America,Northern America,Americas,"Sevier, Blount, Knox, Hawkins districts (Tennessee province), Cumberland, Bell districts (Kentucky province), Wise, Smyth, Washington districts (Virginia province), Cabell district (West Virginia province), North Carolina, Mississippi, Arkansas, Texas provinces",,"Flood|Slide (land, mud, snow, rock)",No,No,No,,,Kph,,,Cumberland river,2002,3,19,2002,3,19,6,4,750,,754,,,200500,339640,200500,339640,59.03314408,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3238,""adm1_name"":""Mississippi""},{""adm1_code"":3247,""adm1_name"":""North Carolina""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm2_code"":29677,""adm2_name"":""Bell""},{""adm2_code"":29699,""adm2_name"":""Cumberland""},{""adm2_code"":31109,""adm2_name"":""Blount""},{""adm2_code"":31141,""adm2_name"":""Hawkins""},{""adm2_code"":31151,""adm2_name"":""Knox""},{""adm2_code"":31182,""adm2_name"":""Sevier""},{""adm2_code"":31611,""adm2_name"":""Smyth""},{""adm2_code"":31622,""adm2_name"":""Washington""},{""adm2_code"":31627,""adm2_name"":""Wise""},{""adm2_code"":31674,""adm2_name"":""Cabell""}]",2006-11-29,2023-09-25
2002-0183-USA,No,nat-hyd-flo-riv,Natural,Hydrological,Flood,Riverine flood,,,USA,United States of America,Northern America,Americas,"Tennessee, Virginia, Kentucky, Ohio, Arkansas, Oklahoma, Texas provinces",Heavy rain,,No,No,No,,35390,Km2,,,"Cumberland, Kentucky and Licking, Tygart and Triplett Creeks, Cumberland, Powell, Clinch, north fork of Holston, Powell, North Fork, Ohio, Buffalo and Black rivers, Poteau, Trinity",2002,3,17,2002,3,24,7,,2000,,2000,,,,,76000,128741,59.03314408,"[{""adm1_code"":3217,""adm1_name"":""Arkansas""},{""adm1_code"":3231,""adm1_name"":""Kentucky""},{""adm1_code"":3249,""adm1_name"":""Ohio""},{""adm1_code"":3250,""adm1_name"":""Oklahoma""},{""adm1_code"":3256,""adm1_name"":""Tennessee""},{""adm1_code"":3257,""adm1_name"":""Texas""},{""adm1_code"":3260,""adm1_name"":""Virginia""}]",2005-09-21,2024-10-25
2002-0184-USA,No,nat-cli-wil-for,Natural,Climatological,Wildfire,Forest fire,,,USA,United States of America,Northern America,Americas,Lincoln district (New Mexico province),,,No,No,No,,149,Km2,,,,2002,3,,2002,3,,,,,1300,1300,,,,,5000,8470,59.03314408,"[{""adm2_code"":30486,""adm2_name"":""Lincoln""}]",2003-07-01,2023-09-25
